Fr,n,Lifetime
3600,2900,88.70017118
3600,3000,85.74349881
3600,3100,82.97757949
3600,3200,80.38453013
3600,3300,77.94863528
3600,3400,75.65602836
3600,3500,73.49442755
3700,100,2347.785295
3700,200,1173.892648
3700,300,782.5950984
3700,400,586.9463238
3700,500,469.5570591
3700,600,391.2975492
3700,700,335.3978993
3700,800,293.4731619
3700,900,260.8650328
3700,1000,234.7785295
3700,1100,213.4350268
3700,1200,195.6487746
3700,1300,180.5988689
3700,1400,167.6989497
3700,1500,156.5190197
3700,1600,146.736581
3700,1700,138.1050174
3700,1800,130.4325164
3700,1900,123.5676471
3700,2000,117.3892648
3700,2100,111.7992998
3700,2200,106.7175134
3700,2300,102.0776215
3700,2400,97.8243873
3700,2500,93.91141181
3700,2600,90.29943443
3700,2700,86.95501094
3700,2800,83.84947483
3700,2900,80.95811363
3700,3000,78.25950984
3700,3100,75.73500952
3700,3200,73.36829048
3700,3300,71.14500895
3700,3400,69.05250868
3700,3500,67.07957986
3800,100,2148.088333
3800,200,1074.044167
3800,300,716.0294444
3800,400,537.0220833
3800,500,429.6176667
3800,600,358.0147222
3800,700,306.8697619
3800,800,268.5110417
3800,900,238.6764815
3800,1000,214.8088333
3800,1100,195.2807576
3800,1200,179.0073611
3800,1300,165.2375641
3800,1400,153.4348809
3800,1500,143.2058889
3800,1600,134.2555208
3800,1700,126.3581373
3800,1800,119.3382407
3800,1900,113.0572807
3800,2000,107.4044167
3800,2100,102.2899206
3800,2200,97.64037879
3800,2300,93.39514493
3800,2400,89.50368055
3800,2500,85.92353333
3800,2600,82.61878205
3800,2700,79.55882716
3800,2800,76.71744047
3800,2900,74.07201149
3800,3000,71.60294444
3800,3100,69.29317204
3800,3200,67.12776042
3800,3300,65.09358586
3800,3400,63.17906863
3800,3500,61.37395238
3900,100,1969.920811
3900,200,984.9604056
3900,300,656.6402704
3900,400,492.4802028
3900,500,393.9841623
3900,600,328.3201352
3900,700,281.4172588
3900,800,246.2401014
3900,900,218.8800901
3900,1000,196.9920811
3900,1100,179.0837101
3900,1200,164.1600676
3900,1300,151.5323701
3900,1400,140.7086294
3900,1500,131.3280541
3900,1600,123.1200507
3900,1700,115.8776948
3900,1800,109.4400451
3900,1900,103.6800427
3900,2000,98.49604056
3900,2100,93.80575292
3900,2200,89.54185506
3900,2300,85.64873093
3900,2400,82.0800338
3900,2500,78.79683245
3900,2600,75.76618505
3900,2700,72.96003005
3900,2800,70.35431469
3900,2900,67.92830384
3900,3000,65.66402704
3900,3100,63.54583262
3900,3200,61.56002535
3900,3300,59.69457004
3900,3400,57.93884739
3900,3500,56.28345175
4000,100,1810.495657
4000,200,905.2478284
4000,300,603.4985523
4000,400,452.6239142
4000,500,362.0991314
4000,600,301.7492761
4000,700,258.6422367
4000,800,226.3119571
4000,900,201.1661841
4000,1000,181.0495657
4000,1100,164.5905143
4000,1200,150.8746381
4000,1300,139.2688967
4000,1400,129.3211183
4000,1500,120.6997105
4000,1600,113.1559786
4000,1700,106.4997445
4000,1800,100.583092
4000,1900,95.2892451
4000,2000,90.52478284
4000,2100,86.2140789
4000,2200,82.29525713
4000,2300,78.71720247
4000,2400,75.43731903
4000,2500,72.41982627
4000,2600,69.63444834
4000,2700,67.0553947
4000,2800,64.66055917
4000,2900,62.43088472
4000,3000,60.34985523
4000,3100,58.4030857
4000,3200,56.57798928
4000,3300,54.86350475
4000,3400,53.24987226
4000,3500,51.72844734
